,Name,Comment,Time,Likes,Reply Count,Supporter
536,divyas sarkar,Salman,2021-11-14T14:21:58Z,0,0,salman khan
537,Rumi Rahman,aur real hero Bhaijaan,2021-11-14T04:33:29Z,0,0,salman khan
538,Kishor Sumra,srk,2021-11-09T16:29:58Z,0,0,shahrukh khan
539,salman khan fan,Srk👑👑👑❤️,2021-11-08T17:06:26Z,2,0,shahrukh khan
540,Shalin Raj,Sharukhkhan ka stardom bahut zada across the globe,2021-11-08T10:09:26Z,0,0,shahrukh khan
541,Parmod Gadekar,SRK the king,2021-11-07T10:28:01Z,0,0,shahrukh khan
542,shahid alim,Bete king ek hi h bollywood ki The SRK,2021-11-07T04:05:55Z,0,0,shahrukh khan
543,shahrukh_khan_555,Srk always,2021-11-06T08:15:56Z,0,0,shahrukh khan
544,imjajyaariyan💫,Salman is best 🔥🔥🔥,2021-11-06T01:11:32Z,1,0,shahrukh khan
545,imjajyaariyan💫,Bhaijaan ♥️♥️,2021-11-06T01:11:15Z,0,0,salman khan
546,imjajyaariyan💫,Sallu🔥🔥,2021-11-06T01:11:05Z,0,0,salman khan
547,Kshitish kumar Nayak,Mass Or stardom ka bap Megastar Salman khan hi hey ❤❤,2021-11-05T08:00:56Z,0,0,salman khan
548,Kshitish kumar Nayak,Are  sabar karo guys<br>Salman bhai ka nam hi kafi hey Guys,2021-11-05T07:59:59Z,0,0,salman khan
549,SHAIKH Muzammil,"👑 The world biggest superstar  Only,,,{ king khan } ❤️",2021-11-04T09:07:11Z,0,0,shahrukh khan
550,ʀx ʀᴏɴɴʏ,Srk intelijent actor,2021-11-02T08:06:32Z,0,0,shahrukh khan
551,Gane Apani Pasand Ke,Salman khan local😜😜😜,2021-11-01T10:53:05Z,0,0,salman khan
552,BABY,Srk ki movie nhi chalti toh bhi srk bollywood ke king 👑 hi rhega❤🧡,2021-10-31T07:05:47Z,2,0,salman khan
553,Aliza Zafar,Only SRK,2021-10-30T17:59:36Z,0,0,shahrukh khan
554,Mujammil m Shaikh,Salman khan ❤️❤️,2021-10-30T12:28:01Z,0,0,salman khan
555,silent gaming,Bhai salman khan 🔥🔥,2021-10-29T19:29:19Z,1,0,salman khan
556,Irfan Manjaliya,Salman bhai is the best.,2021-10-29T06:14:58Z,0,0,salman khan
557,Vipin Upadhyay,Srk is the last of actor,2021-10-25T12:52:34Z,1,0,salman khan
558,leo messi,Salman Khan,2021-10-25T12:48:37Z,0,0,shahrukh khan
560,amazing shorts,Only srk,2021-10-23T10:35:22Z,0,0,salman khan
561,Alfaz_e_ziya,Only Bhaijan Salman Khan ❤️,2021-10-13T11:32:25Z,0,0,salman khan
562,Rohan Gamerz yt,Salman bhai op.... Bolte.....🔥🔥🤟🏻🤟🏻🤟🏻,2021-10-12T14:24:45Z,0,0,salman khan
563,Hammi Brohi,Salman Khan is best,2021-10-12T07:36:47Z,0,0,salman khan
564,Usa From,Salman Khan is king 👑 king of Khan king of Bollywood,2021-10-11T09:39:07Z,1,0,salman khan
565,Lacky Ali,Salman Khan he is biggest hero,2021-10-11T06:31:15Z,1,0,salman khan
566,fasil bhat,Salman Khan is the best,2021-10-09T19:15:15Z,0,0,salman khan
567,Thalapathy Leo !!,SALMAN KHAN ONLY!!!!!!!! 💥,2021-10-09T17:33:34Z,10,0,salman khan
568,Heena Ansari,salman thik h acha h but sharukh the best n the world.... sharukh bhut kaam krte h pr chupa kr krte h,2021-10-09T12:08:53Z,0,0,shahrukh khan
569,Mohd Umar,Salman khan Bollywood ka papa,2021-10-07T19:40:30Z,0,0,salman khan
570,Mohd Umar,Salman khan ki bat alag ha yrrr,2021-10-07T19:39:44Z,0,0,salman khan
571,ᴛʜᴇ ʜᴜɴᴋ ɢᴀᴍᴇʀ,Srk❤❤❤,2021-10-04T07:01:11Z,0,0,shahrukh khan
572,Gautam Chikate,Salman Khan star dum,2021-10-04T06:18:05Z,0,0,salman khan
573,md sabir hussain,Srk sab ka baap hai  sab Salman ka fan chutiya hai  Abe Google search kro chutiya log,2021-10-03T04:08:35Z,0,0,shahrukh khan
574,MUDASSIR,I am die heart fan of srk but i dont hate anyone salman khan also good,2021-10-02T19:43:35Z,0,0,shahrukh khan
575,MUDASSIR,Srk 🔥🔥🔥🔥,2021-10-02T19:23:23Z,0,0,shahrukh khan
576,BOLLYWOOD NEWS,Srk..,2021-10-01T17:34:46Z,0,0,shahrukh khan
577,Razz Das,SRk,2021-09-30T06:51:07Z,0,0,shahrukh khan
578,Razz Das,Srk best hai,2021-09-30T06:49:25Z,0,0,shahrukh khan
579,Junaid Ganie,SALMAN KHAN GAREEBON KI MADAT KRTAY HA,2021-09-27T16:28:11Z,1,0,salman khan
580,Suman Devi,Only salman sir❤🥰🥰🥰🥰,2021-09-27T08:30:11Z,1,0,salman khan
581,Suman Devi,Salman is really hero 🥰🥰🥰🥰🥰🥰❤❤❤❤❤❤❤❤❤,2021-09-27T08:28:14Z,2,0,salman khan
582,Suman Devi,Love you salman sir❤❤❤❤❤🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 I am big fan 🥰🥰🥰🥰🥰🥰🥰,2021-09-27T08:25:49Z,1,0,salman khan
583,SarDar Yaroo MehsuD,King Always King Khan SrK 👑❤,2021-09-27T05:16:34Z,0,0,shahrukh khan
584,SarDar Yaroo MehsuD,King Always King Khan SrK 👑❤,2021-09-27T05:15:18Z,0,0,shahrukh khan
585,Khemraj Naik,Salman,2021-09-27T03:26:58Z,0,0,salman khan
586,Sohail Khan,Salman khan sab ke abu hy unke jesa koi nhi,2021-09-23T20:24:15Z,0,0,salman khan
587,Firoj Khan,👍SRK👍,2021-09-22T17:30:56Z,1,0,shahrukh khan
589,RIQX GAMING,Srk is king of Bollywood I like him because his best actor... <br>And uski hasi(smile)... Wooo😊,2021-09-20T19:23:29Z,1,0,shahrukh khan
590,Anushka 😘,Srk always ❤️,2021-09-19T12:13:17Z,0,0,shahrukh khan
591,zeeshan ahmad,Srk most lovely hero.... King of bollywood.,2021-09-19T07:43:54Z,0,0,shahrukh khan
592,Zahak Bin imran,Salman Khan is a mafia leader and shahrukh khan is a gem Apne kaam se kaam aur dunia Bhar mein naam = srk,2021-09-16T18:40:49Z,0,0,salman khan
593,Sabrina Yasmin Roshni,Hey India we love shahrukh khan sir from German,2021-09-16T15:59:12Z,0,0,shahrukh khan
595,Mom Mom,Srk is global star,2021-09-15T20:16:03Z,1,0,shahrukh khan
596,Shahib Khan,SK INDIA ME HAI BUT SRK POORE WORLD FAMOUS HAI,2021-09-15T02:47:26Z,0,0,shahrukh khan
597,Abhishek Chauhan,Nahi Salman Khan best world wide,2021-09-14T17:26:21Z,0,0,salman khan
598,Roshan trayzy,Srk king of actor,2021-09-14T13:18:45Z,0,0,shahrukh khan
599,ARYAN SHARMA,king khan shahrukh khan,2021-09-13T15:12:58Z,0,0,shahrukh khan
600,Mr RaZz,Arey bhai dono stardom apne aap rehenedo dono doneka jaga acha hai ♥️,2021-09-13T02:22:39Z,0,0,shahrukh khan
601,Kabir Chaudhary,SRK Khan fan,2021-09-12T05:21:05Z,0,0,shahrukh khan
602,Richa Soni,Obviously Salman Khan,2021-09-11T11:27:53Z,0,0,salman khan
603,Nuranə Abbasova,KİNG👑Shahrukh Khan♥️Scorpio man🦂,2021-09-10T07:26:04Z,0,0,shahrukh khan
604,GAFFAR OFFICIAL71,Salman is local hero😁😂<br>Srk is international hero,2021-09-10T05:58:57Z,0,0,salman khan
605,Niums,"ye log pagal hai, ye log srk ke bare mein kuch nehi jante..",2021-09-09T09:08:46Z,0,0,shahrukh khan
608,Babo Abbasi,Sallu bahi,2021-09-08T13:27:50Z,0,0,salman khan
609,Nida Adnan,Shahrukh khan,2021-09-08T10:53:14Z,0,0,shahrukh khan
610,stylies gamer,Salman khan india mein star hey buy ark all over world,2021-09-07T08:16:42Z,1,0,shahrukh khan
611,Mohit Baghel,Officially Srk<br>Bcz srk have more stardom compare than salman.<br>Salman is too good and have so humunity but have no much more international popularity like as srk.<br>Finally srk is far far better than salman in stardom,2021-09-06T15:20:09Z,0,0,shahrukh khan
612,Anas javed,Srk🔥❤️,2021-09-06T09:31:48Z,0,0,shahrukh khan
613,Ravi Kumar,East or west srk isbest😍❤❤❤🤗🤗,2021-09-05T10:43:35Z,0,0,shahrukh khan
614,Imteyaz Ali,Obviously and ofcourse.....bad shah.... Srk,2021-09-05T08:08:57Z,0,0,shahrukh khan
615,Noor zaman Armani,Love and my life srk🌷🌷🌷💘💘❤❤❤❤💖💖💖💪💪💪💪,2021-09-04T20:12:01Z,0,0,shahrukh khan
616,Deepa Vaasu,"Definitely king khan . Love u srk to the power of unlimited no of times,  u the kohinoor of this world . This heart is yours which beats only bcoz of ur presence.  And HAPPY BIRTHDAY KING KHAN. <br>My SRK IS THE BEST IN THIS WHOLE UNIVERSE  .May God bless him with all the happiness and also to his family.",2021-09-04T17:39:53Z,15,0,shahrukh khan
617,LAVLESH KUMAR,Gulabi shirt Vala banda sachha bola...I love srk stragal,2021-09-03T19:39:15Z,0,0,shahrukh khan
618,Crazii Iggy channel,Salman Khan is best is an opinion but SRK is the best is the fact.,2021-09-03T14:52:59Z,0,0,salman khan
620,Hasee Khan,Salman Khan 🥰🥰🥰🥰,2021-09-02T18:17:13Z,0,0,salman khan
621,Mayank Atkari,Salman Khan stardom at next level,2021-09-02T08:56:00Z,0,0,salman khan
622,SarDar Yar Masood,World Feams Actor King Khan SrK 🔥❤️🔥,2021-08-31T15:37:13Z,0,0,shahrukh khan
623,Romen,Abe lawde audiance..sark k konsa agle main hero lagta hai..,2021-08-30T09:37:32Z,0,0,shahrukh khan
625,Akash Banik,SRK ke baare jaalo pehle.. Phir yeh charitable work leke Comment krna..,2021-08-29T04:35:20Z,0,0,shahrukh khan
626,Akash Banik,"The face of charity in Bollywood is Salman Khan. Every person who is choosing &quot;Salman Khan&quot; have the reason that he does charity. Kindly for those who have a misconception SRK is by far the most charitable actor in India. He has Int. awards (Unesco, Crystal, Webit) for his charitable works. He believes in silent charities unlike other actors who keeps boasting on charitable works ( Salman , Akshay). I think we all know why Salman Khan started the being human foundation, just for getting public sympathy after his hit and run case, which has became an established brand now and also does deeds. So , That&#39;s just one of the many reasons why Shahrukh Khan is the undisputed King 👑",2021-08-29T04:13:37Z,20,2,salman khan
627,Rohit Bhonar,Salman bhai,2021-08-28T14:54:47Z,0,0,salman khan
630,Akram bajao,Salman Bollywood ka bap,2021-08-27T03:10:51Z,1,0,salman khan
631,Ashar Sherwani,Salman khan,2021-08-26T20:57:07Z,1,0,salman khan
632,Rinku Mishra Official,Only salman khan,2021-08-26T20:01:50Z,0,0,salman khan
633,King khan Shah rukh khan,Always SRK,2021-08-26T13:03:17Z,2,0,shahrukh khan
634,shahzaib ahmed,Shahrukh khan is the king of bollywood ❤️🥰🥰🥰,2021-08-26T08:30:07Z,1,0,shahrukh khan
635,crazy world,Srk is the best.,2021-08-24T08:25:56Z,1,0,shahrukh khan
636,gautam mohanty,Mumbai means Salman Bhai and Sanju baba,2021-08-23T15:48:57Z,0,0,shahrukh khan
637,Salman Ganaie,Salman Khan is best,2021-08-23T12:59:40Z,1,0,salman khan
638,Wel Education,Srk only,2021-08-23T07:21:09Z,1,0,salman khan
639,Wel Education,Srk,2021-08-23T07:21:02Z,1,0,salman khan
640,MOMINUR Sk,Sallu Bhai megastar 👍👍👍👍❤️❤️❤️👍 bollywood ka Baap 😘😘😘😘🙏🏼🙏🏼🙏🏼,2021-08-22T12:17:18Z,1,0,salman khan
641,Mosin Khan,Salman khan,2021-08-21T16:10:51Z,1,0,salman khan
642,Yehya Wani,Sharukh khan is king 👑👑<br>Salman bhai is also a huge Star<br>But Sharukh khan is a global icon 🔥🔥🔥,2021-08-20T10:31:18Z,0,0,shahrukh khan
643,Ahmad khan,Salman Khan 🥰🥰,2021-08-20T03:17:13Z,0,0,salman khan
644,oooooooo,"SKR is very good and looks smart and acting king Bollywood,,💯💯💯👌👌👌👏👏👏👍👍👍",2021-08-20T02:39:49Z,2,0,shahrukh khan
645,NON TECHNICAL GYAN,Salman is better in compare to sharukh khan,2021-08-19T15:42:19Z,0,0,salman khan
646,Salman Khan fan club,Baap of Bollywood salman khan,2021-08-19T09:33:42Z,0,0,salman khan
648,चाचा चूतड़ीलाल,SRk in worldwide ..Salman only in India,2021-08-18T15:21:15Z,1,0,shahrukh khan
649,Arshad Warsi,Salman Khan is the kind of bollywood,2021-08-17T05:51:28Z,1,0,salman khan
650,Priyanka Dubey,Wo to dikh hi raha hai video me ki SRK ka STARDOM bada hai ya sk ki mere to sk favorite hai😍😍😍😍🥰🥰,2021-08-15T20:00:57Z,0,0,shahrukh khan
651,badnam munda,Salman khan is mega star bhai compare mtt karo 😘 bhai sabse alg hai,2021-08-14T19:17:32Z,1,0,salman khan
652,Dark- Shadow,sk is a biggest star i dont think shahrukh knows the acting,2021-08-14T17:05:47Z,1,0,shahrukh khan
653,TONY *STAR*,The reale king of bollywood salman bhai  <b>**sallu**</b>,2021-08-14T07:31:56Z,2,0,salman khan
656,Sai agarwal,Srk is king of world ❤️❤️❤️,2021-08-12T06:44:23Z,1,0,shahrukh khan
657,Mohammed chand,Srk,2021-08-12T01:05:23Z,1,0,shahrukh khan
658,Aman Gupta,Bhai ke samne koi nahi,2021-08-11T21:39:10Z,0,0,salman khan
659,Raqib Khan,Salman Khan is the best ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2021-08-11T05:33:56Z,1,0,salman khan
660,Toufik Alam,MY FAVERATE HERO IS KING KHAN THIS IS BOLLYWOOD BADSHA,2021-08-10T11:43:49Z,1,0,shahrukh khan
661,ViPeR,Srk World Biggest superstar in the world..lOve u srk..💖💖💖,2021-08-09T09:18:01Z,6,0,shahrukh khan
662,The Filmy Insaan,Salman khan is only famous in india but shahrukh khan is an international king/actor he is the best.And shahrukh khan is has struggled in life to be the best and salman khan is just a nepotism product,2021-08-08T09:12:54Z,1,0,shahrukh khan
663,The Filmy Insaan,Shahrukh khan is the most powerful actor in bollywood and Shahrukh khan can easily destroy salman khan.And shahrukh khan is so much better than salman khan.,2021-08-08T09:09:57Z,1,0,shahrukh khan
664,Akram Kana,SRK✨ All time favorite... famous locally as. Well as worldwide....👏❤️👏,2021-08-07T10:09:54Z,132,2,shahrukh khan
665,Rothi fitness vlogs,BHAI,2021-08-06T21:42:00Z,0,0,salman khan
668,Rumel_Ahmed_Vlogs ,Srk Bigghest Superstar,2021-08-05T08:56:03Z,1,0,shahrukh khan
669,Shabaj Ahmad,Salmans sir bollywood ke baap hai,2021-08-05T08:40:56Z,0,0,salman khan
670,Hassan Nawaz Khan Mahar,Salman is the best,2021-08-04T17:02:36Z,0,0,salman khan
671,Md Riyaz,King khan hai king khan rahega,2021-08-04T14:22:17Z,1,0,shahrukh khan
673,Kamla Devi,Salman Khan is legend,2021-08-01T10:22:04Z,2,0,salman khan
674,Happy D,No one can beat Salman Khan in India ❤️❤️❤️,2021-07-31T19:51:53Z,13,1,salman khan
675,Tohibbul Hussain,Salman Khan,2021-07-31T10:52:32Z,0,0,salman khan
676,Sakir Hossain,Always Salman khan,2021-07-28T17:50:22Z,0,0,salman khan
677,LAVLESH KUMAR,International most stardom actor only srk,2021-07-28T11:07:13Z,0,0,shahrukh khan
678,Viddesh Patil,SRK,2021-07-28T10:42:39Z,0,0,shahrukh khan
679,hemant chauhan,dear zindagi faltu movie hmste yhaa to dear zindagi lgi or first day m hut gyi .. salman bhai my jaan,2021-07-27T18:53:39Z,0,0,shahrukh khan
680,Nova king,srk❤️,2021-07-25T23:36:44Z,0,0,shahrukh khan
682,"꧁༒☬DЁАDĶÏŁŁĚŔ☬༒꧂,",Salman Khan .,2021-07-25T06:14:20Z,1,0,salman khan
683,AJAY,Salman Bhai♥️,2021-07-24T15:54:40Z,0,0,salman khan
684,Hamza Fayyaz,SRK Sab Ka Baap,2021-07-24T12:25:14Z,0,0,shahrukh khan
685,Apna Channel,Salman Khan,2021-07-24T11:41:08Z,1,0,salman khan
687,great funny  video,SRK King Khan ❤️❤️❤️❤️❤️,2021-07-24T09:26:46Z,0,0,shahrukh khan
688,jagat Raj pegu,Salmankhna,2021-07-24T04:07:42Z,0,0,salman khan
689,NEWTRON MAN,Srk,2021-07-22T14:50:39Z,0,0,shahrukh khan
690,Kaif Sayyed,Salmaan bhaijaan ka,2021-07-22T07:04:50Z,0,0,salman khan
692,SYED HUSSAIN PASHA,Ham aapke h kon,2021-07-16T18:19:05Z,0,0,salman khan
693,raafay khan,Sabse bada fan me salman khan,2021-07-16T11:04:53Z,0,0,salman khan
694,abdullah qureshi,Salman is the boss,2021-07-15T20:47:50Z,0,0,salman khan
695,Md Rahul,My favourite Bollywood actress Salman khan Bahi super star,2021-07-15T04:34:57Z,0,0,salman khan
696,AA iS LOVE (ALLU ARJUN),Sharukh khan ka bahut  bada hai ~Best line 🤣🤣,2021-07-13T10:57:58Z,2,0,shahrukh khan
697,Ahsan Srk,Srk has biggest stardom,2021-07-13T08:04:42Z,1,0,shahrukh khan
698,Juned Patel,SRK,2021-07-13T02:20:43Z,0,0,shahrukh khan
699,Goja Parida,Only Shahrukh Khan,2021-07-12T10:37:09Z,0,0,shahrukh khan
700,Yusuf Raza 0786,Srk,2021-07-12T10:03:58Z,0,0,shahrukh khan
701,Amaan Khan,Salman Khan one and only,2021-07-12T08:06:17Z,0,0,salman khan
702,Mking Rathi,Srk🤩😍🥰,2021-07-11T19:45:31Z,0,0,shahrukh khan
703,WM Vines,Always srk,2021-07-11T14:14:14Z,0,0,shahrukh khan
704,Salman Khan,Salman bhai ka,2021-07-09T06:58:30Z,0,0,salman khan
705,SK_ Tech,Obviously Salman Khan,2021-07-04T16:28:42Z,1,0,salman khan
706,MISTER BOY,Bollywood star is srk is big star  not sk,2021-07-03T08:46:06Z,0,0,shahrukh khan
707,Wajed Beg,Srk,2021-07-02T18:11:35Z,0,0,shahrukh khan
709,Islamic Entity,Shah Rukh Khan Is The Best Actor,2021-07-01T09:00:35Z,1,0,shahrukh khan
711,Obaid Ur rehman,Love you shahrukh,2021-06-29T06:38:53Z,0,0,shahrukh khan
712,Obaid Ur rehman,Srk is bigger,2021-06-29T06:38:38Z,0,0,shahrukh khan
713,Obaid Ur rehman,Love you srk,2021-06-29T06:34:30Z,0,0,shahrukh khan
714,Obaid Ur rehman,Srk,2021-06-29T06:34:20Z,0,0,shahrukh khan
715,Obaid Ur rehman,Srk is the best,2021-06-29T06:34:12Z,0,0,shahrukh khan
716,Syed Riyaz,Salman. Salman boss,2021-06-29T04:54:42Z,0,0,salman khan
718,Being Vajid,Salman Khan❤❤❤ ke pass dil h. Osm. Both are best👍,2021-06-29T03:45:25Z,2,3,salman khan
720,Md Aamir,Salman Khan ❤️❤️,2021-06-28T11:12:53Z,1,0,salman khan
721,Bisal Das,Obviously salman khan bhai duniya ke kisi v kone mei jao aur bass nam pucho sab pehechate hai usse,2021-06-27T15:13:23Z,1,0,salman khan
722,Joseph Eappen Shibu,All South indians love SRK. Because we know Sushant Singh Rajput issues.<br>And SRK know his value of fans and hes fav,2021-06-27T10:35:13Z,32,0,shahrukh khan
723,Champavat kushraj Sinh,Salman khan,2021-06-27T07:15:53Z,1,0,salman khan
725,Mohammed Suhel,Srk is king of bollywood biggest stardom in world ❤️💕,2021-06-25T16:33:47Z,8,0,salman khan
726,DD M,86% Salman khan<br>14%srk,2021-06-25T14:53:18Z,1,1,shahrukh khan
727,Ansari Yaseer,Only😎SRK🤗,2021-06-25T05:30:20Z,0,0,shahrukh khan
728,Sourav Dhara,Srk,2021-06-24T09:28:01Z,1,0,shahrukh khan
729,Sourav Dhara,Srk,2021-06-24T09:27:51Z,0,0,shahrukh khan
730,Swagat Ray,Srk 🔥🖤,2021-06-23T18:32:57Z,0,0,shahrukh khan
732,Ajay Kapse,Salman.khan. 👌👌,2021-06-22T03:39:15Z,3,0,salman khan
733,Elyaz Hussain,Yes only bhaijan,2021-06-21T19:47:47Z,8,0,salman khan
734,Elyaz Hussain,Salman Khan ka stardom bohot bara h I love sallu khan,2021-06-21T19:44:01Z,3,0,salman khan
735,Bittu Biswas,Srk,2021-06-21T12:22:31Z,0,0,shahrukh khan
736,RAJU Lᴇɢᴇɴᴅ,Srk is best,2021-06-21T06:51:45Z,0,0,shahrukh khan
737,Sardar Ujjwal Singh,Salman Bhai is the best ❤️,2021-06-21T05:57:59Z,2,0,salman khan
738,walker alan,Sab log salman khan bolte hai yar ❤️❤️❤️❤️,2021-06-21T05:20:15Z,2,0,salman khan
739,Rehan Khan,Only Salman Khan He is real Hero,2021-06-20T18:35:31Z,2,0,salman khan
740,Kiran Rathod,Srk❤️,2021-06-20T00:33:10Z,0,0,shahrukh khan
741,Baldev singh,Salman Khan,2021-06-19T09:37:41Z,3,0,salman khan
742,subin srijal,Salman khan,2021-06-19T08:45:45Z,2,0,salman khan
743,zahid khan,Srk richest actor not from his film from his side business,2021-06-18T06:29:26Z,0,0,shahrukh khan
745,zahid khan,Salman is more bigger thn srk all over the world love u alwz salman,2021-06-18T06:26:09Z,1,0,salman khan
746,Amar Singh,Srk is most popular actor ❤️,2021-06-17T12:29:49Z,94,0,shahrukh khan
747,Md Omer,Bollywood ka baap hai salman Khan one man army,2021-06-17T07:09:04Z,4,0,salman khan
748,pratham Maan,World Biggest Super Star Shah Rukh Khan,2021-06-16T15:16:58Z,0,0,shahrukh khan
749,Sahil Khan,Chutiya log he srk world famous ❤️❤️❤️,2021-06-16T04:39:48Z,0,0,shahrukh khan
750,Arvind arora fan,King khan,2021-06-15T14:29:46Z,2,0,shahrukh khan
751,YourBoy Mj,Everyone litterally said The real King of bollywood------&gt; SALMAN KHANNNN💯🔥😍,2021-06-14T15:58:31Z,6,0,shahrukh khan
752,IMTIAZ HUSSAIN RAJPER,Mega Star Salman Khan ❤️❤️💙,2021-06-14T12:54:29Z,16,0,salman khan
753,cinematic vlogs,Global   srk,2021-06-13T04:46:40Z,0,0,shahrukh khan
754,cinematic vlogs,Srk only,2021-06-13T04:46:06Z,0,0,shahrukh khan
755,cinematic vlogs,Srk only,2021-06-13T04:45:21Z,0,0,shahrukh khan
757,Ranjit Meitei Meitankeisangbam,Srk,2021-06-10T19:40:26Z,0,0,shahrukh khan
758,nitinkumar____,International actor srk,2021-06-10T06:24:55Z,0,0,shahrukh khan
759,sakshi Ray,Only SRK ❤️,2021-06-09T22:51:03Z,2,0,shahrukh khan
760,Nizam Syed,Salmon KHAN FROM PAKISTAN,2021-06-09T19:59:44Z,0,0,salman khan
761,"Cristiano Ronaldo cr7,",Salman khan ke supportar ziyda he one man army❤️💪,2021-06-08T04:06:11Z,23,0,salman khan
762,Ritiknoa Tilhari,"Srk stands above everyone, see of which name the comment section is flooded with.",2021-06-07T19:07:55Z,0,0,shahrukh khan
763,𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We love only salman khan,2021-06-07T04:56:28Z,2,0,salman khan
764,𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We love only salman khan 💫🖤,2021-06-07T04:56:13Z,10,0,salman khan
765,𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,Salman khan internaational hero 🖤💫,2021-06-07T04:56:02Z,4,0,salman khan
766,𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We love salman khan 🖤💫💫,2021-06-07T04:55:44Z,3,0,salman khan
767,𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We only love salman khan💫🖤,2021-06-07T04:55:25Z,7,0,salman khan
768,𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We only love salman khan,2021-06-07T04:54:53Z,2,0,salman khan
769,𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,Salman khan ko local bola salli taxi ma KO bachi,2021-06-07T04:54:39Z,2,0,salman khan
770,𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We love only salman khan 🖤💫💫💫,2021-06-07T04:54:15Z,2,0,salman khan
771,𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We only love salman khan💫🖤🖤,2021-06-07T04:54:02Z,3,0,salman khan
772,𝘅_𝘂 𝗯𝗲𝗮𝘁𝘀,We love salman khan🖤💫,2021-06-07T04:53:52Z,2,0,salman khan
